苗字,苗字（ふりがな）,人数,割合,名前（男）,名前（男）ふりがな,名前（女）,名前（女）ふりがな
畑田,はただ,7300,98333000,,,,
外間,ほかま,7200,98340200,,,,
宮越,みやこし,7200,98347400,,,,
花村,はなむら,7200,98354600,,,,
田岡,たおか,7200,98361800,,,,
草薙,くさなぎ,7200,98369000,,,,
柏倉,かしわぐら,7200,98376200,,,,
小野瀬,おのせ,7200,98383400,,,,
浅倉,あさくら,7200,98390600,,,,
古井,ふるい,7200,98397800,,,,
東條,とうじょう,7200,98405000,,,,
深尾,ふかお,7200,98412200,,,,
館野,たての,7200,98419400,,,,
長塚,ながつか,7200,98426600,,,,
生方,うぶかた,7200,98433800,,,,
樫村,かしむら,7200,98441000,,,,
今中,いまなか,7200,98448200,,,,
永沢,ながさわ,7200,98455400,,,,
軽部,かるべ,7200,98462600,,,,
桑島,くわしま,7200,98469800,,,,
浅香,あさか,7200,98477000,,,,
野見山,のみやま,7100,98484100,,,,
瀬田,せた,7100,98491200,,,,
住谷,すみや,7100,98498300,,,,
川元,かわもと,7100,98505400,,,,
田内,たうち,7100,98512500,,,,
折笠,おりかさ,7100,98519600,,,,
板井,いたい,7100,98526700,,,,
熊井,くまい,7100,98533800,,,,
四宮,しのみや,7100,98540900,,,,
三戸,さんこ,7100,98548000,,,,
寺下,てらした,7100,98555100,,,,
藤林,ふじばやし,7100,98562200,,,,
君塚,きみづか,7100,98569300,,,,
葉山,はやま,7100,98576400,,,,
古林,ふるばやし,7100,98583500,,,,
尾島,おじま,7100,98590600,,,,
小南,しょうみなみ,7100,98597700,,,,
川下,かわしも,7100,98604800,,,,
右田,みぎた,7100,98611900,,,,
浦崎,うらさき,7000,98618900,,,,
横江,よこえ,7000,98625900,,,,
山尾,やまお,7000,98632900,,,,
谷藤,たにふじ,7000,98639900,,,,
奥津,おくつ,7000,98646900,,,,
越田,こしだ,7000,98653900,,,,
武部,たけべ,7000,98660900,,,,
薮内,やぶつるうち,7000,98667900,,,,
仲山,なかやま,7000,98674900,,,,
豊永,とよなが,7000,98681900,,,,
各務,かがみ,7000,98688900,,,,
根来,ねごろ,7000,98695900,,,,
日暮,ひぐれ,7000,98702900,,,,
外川,そとかわ,7000,98709900,,,,
友利,ともり,7000,98716900,,,,
木全,きまた,7000,98723900,,,,
豊川,とよかわ,7000,98730900,,,,
阪井,さかい,7000,98737900,,,,
久世,くぜ,7000,98744900,,,,
宍倉,ししくら,7000,98751900,,,,
栄,さかえ,7000,98758900,,,,
利根川,とねがわ,7000,98765900,,,,
新宅,しんたく,7000,98772900,,,,
辰己,たつみ,7000,98779900,,,,
五月女,さおとめ,7000,98786900,,,,
武川,むかわ,7000,98793900,,,,
笹野,ささの,7000,98800900,,,,
倉林,くらばやし,7000,98807900,,,,
矢嶋,やじま,7000,98814900,,,,
森村,もりむら,7000,98821900,,,,
三品,さんひん,7000,98828900,,,,
花木,はなき,7000,98835900,,,,
熱田,あつた,6900,98842800,,,,
荻田,おぎた,6900,98849700,,,,
宇都,うと,6900,98856600,,,,
筧,かけい,6900,98863500,,,,
瀬谷,せや,6900,98870400,,,,
中間,ちゅうかん,6900,98877300,,,,
松枝,まつえだ,6900,98884200,,,,
成川,なりがわ,6900,98891100,,,,
桧垣,ひがき,6900,98898000,,,,
小田桐,おだぎり,6900,98904900,,,,
蔭山,かげやま,6900,98911800,,,,
可児,かに,6900,98918700,,,,
上谷,うえたに,6900,98925600,,,,
糟谷,かすや,6900,98932500,,,,
古畑,ふるはた,6900,98939400,,,,
坂入,さかいり,6900,98946300,,,,
片田,かただ,6900,98953200,,,,
岸上,きしかみ,6900,98960100,,,,
仲西,なかにし,6900,98967000,,,,
早乙女,さおとめ,6900,98973900,,,,
澤村,さわむら,6900,98980800,,,,
恒川,つねかわ,6900,98987700,,,,
野元,のもと,6900,98994600,,,,
串田,くしだ,6800,99001400,,,,
辺見,へんみ,6800,99008200,,,,
荘司,しょうじ,6800,99015000,,,,
府川,ふかわ,6800,99021800,,,,
新原,しんばる,6800,99028600,,,,
福谷,ふくたに,6800,99035400,,,,
正岡,まさおか,6800,99042200,,,,
野川,のがわ,6800,99049000,,,,
曾我,そが,6800,99055800,,,,
北見,きたみ,6800,99062600,,,,
与那覇,よなは,6800,99069400,,,,
小笹,おざさ,6800,99076200,,,,
稲岡,いなおか,6800,99083000,,,,
尾花,おばな,6800,99089800,,,,
蒔田,まきた,6800,99096600,,,,
住友,すみとも,6800,99103400,,,,
兼松,かねまつ,6800,99110200,,,,
三国,さんこく,6800,99117000,,,,
江森,えもり,6800,99123800,,,,
藤沼,ふじぬま,6800,99130600,,,,
楢崎,ならさき,6800,99137400,,,,
両角,もろずみ,6800,99144200,,,,
勝見,かつみ,6800,99151000,,,,
小針,こばり,6800,99157800,,,,
池沢,いけざわ,6800,99164600,,,,
藤波,ふじなみ,6800,99171400,,,,
尾山,おやま,6800,99178200,,,,
横手,よこて,6800,99185000,,,,
武智,たけち,6800,99191800,,,,
金岡,かなおか,6800,99198600,,,,
中内,なかうち,6700,99205300,,,,
箕浦,みのうら,6700,99212000,,,,
種村,たねむら,6700,99218700,,,,
宮平,みやひら,6700,99225400,,,,
藤吉,ふじよし,6700,99232100,,,,
磯谷,いそや,6700,99238800,,,,
越野,こしの,6700,99245500,,,,
大角,おおすみ,6700,99252200,,,,
戸高,とだか,6700,99258900,,,,
加古,かこ,6700,99265600,,,,
衣笠,きぬがさ,6700,99272300,,,,
浜谷,はまや,6700,99279000,,,,
堀切,ほりきり,6700,99285700,,,,
鴨志田,かもしだ,6700,99292400,,,,
滝澤,たきざわ,6700,99299100,,,,
香山,かやま,6700,99305800,,,,
綱島,つなしま,6700,99312500,,,,
東川,ひがしがわ,6700,99319200,,,,
光田,みつた,6700,99325900,,,,
松江,まつえ,6700,99332600,,,,
池,いけ,6700,99339300,,,,
小畠,おばた,6700,99346000,,,,
北出,きたいで,6700,99352700,,,,
池辺,いけべ,6700,99359400,,,,
小磯,こいそ,6700,99366100,,,,
門倉,かどくら,6700,99372800,,,,
増渕,ますぶち,6700,99379500,,,,
渡瀬,わたせ,6700,99386200,,,,
上松,あげまつ,6700,99392900,,,,
大渕,おおぶち,6700,99399600,,,,
富澤,とみざわ,6700,99406300,,,,
北嶋,きたじま,6600,99412900,,,,
小河原,おがわら,6600,99419500,,,,
木曽,きそ,6600,99426100,,,,
久保山,くぼやま,6600,99432700,,,,
大室,おおむろ,6600,99439300,,,,
浅尾,あさお,6600,99445900,,,,
箱崎,はこざき,6600,99452500,,,,
白沢,しらさわ,6600,99459100,,,,
白倉,しらくら,6600,99465700,,,,
羽山,はやま,6600,99472300,,,,
清,きよし,6600,99478900,,,,
稲吉,いなよし,6600,99485500,,,,
山家,やまが,6600,99492100,,,,
小形,こがた,6600,99498700,,,,
堀野,ほりの,6600,99505300,,,,
寺坂,てらさか,6600,99511900,,,,
尾藤,びとう,6600,99518500,,,,
飯泉,いいずみ,6600,99525100,,,,
河瀬,かわせ,6600,99531700,,,,
土本,どもと,6600,99538300,,,,
相場,そうば,6600,99544900,,,,
宇山,うやま,6600,99551500,,,,
室谷,むろたに,6600,99558100,,,,
番場,ばんば,6600,99564700,,,,
北谷,きたや,6500,99571200,,,,
秋月,しゅうげつ,6500,99577700,,,,
本城,ほんじょう,6500,99584200,,,,
馬渡,まわたり,6500,99590700,,,,
浅原,あさはら,6500,99597200,,,,
近田,ちかだ,6500,99603700,,,,
浜川,はまがわ,6500,99610200,,,,
中丸,なかまる,6500,99616700,,,,
盛,もり,6500,99623200,,,,
南谷,なんや,6500,99629700,,,,
竹尾,たけお,6500,99636200,,,,
岩木,いわき,6500,99642700,,,,
蝦名,えびな,6500,99649200,,,,
岡沢,おかざわ,6500,99655700,,,,
瀬野,せの,6500,99662200,,,,
三崎,みさき,6500,99668700,,,,
川満,かわみつ,6500,99675200,,,,
木津,きづ,6500,99681700,,,,
宮西,みやにし,6500,99688200,,,,
大北,おおきた,6500,99694700,,,,
種田,たねた,6500,99701200,,,,
丸井,まるい,6500,99707700,,,,
細江,ほそえ,6500,99714200,,,,
轟,とどろき,6500,99720700,,,,
島谷,しまたに,6500,99727200,,,,
石澤,いしざわ,6500,99733700,,,,
戸井田,といだ,6500,99740200,,,,
岩原,いわはら,6500,99746700,,,,
井澤,いざわ,6500,99753200,,,,
武,たけ,6500,99759700,,,,
森沢,もりさわ,6500,99766200,,,,
家田,いえだ,6500,99772700,,,,
尾野,おの,6500,99779200,,,,
西条,さいじょう,6400,99785600,,,,
瀬口,せぐち,6400,99792000,,,,
浮田,うきた,6400,99798400,,,,
油井,ゆせい,6400,99804800,,,,
出井,でい,6400,99811200,,,,
蔵本,ぞうほん,6400,99817600,,,,
中浜,なかはま,6400,99824000,,,,
佐賀,さが,6400,99830400,,,,
喜屋武,きやん,6400,99836800,,,,
増永,ますなが,6400,99843200,,,,
真崎,まさき,6400,99849600,,,,
稲毛,いなげ,6400,99856000,,,,
土山,つちやま,6400,99862400,,,,
佐治,さじ,6400,99868800,,,,
玉村,たまむら,6400,99875200,,,,
白戸,しらと,6400,99881600,,,,
寺澤,てらさわ,6400,99888000,,,,
成島,なりしま,6400,99894400,,,,
宗,そう,6300,99900700,,,,
香西,こうざい,6300,99907000,,,,
只野,ただの,6300,99913300,,,,
掛川,かけがわ,6300,99919600,,,,
新名,にいな,6300,99925900,,,,
郡,ぐん,6300,99932200,,,,
新宮,しんぐう,6300,99938500,,,,
古庄,ふるしょう,6300,99944800,,,,
樋田,といだ,6300,99951100,,,,
畔柳,くろやなぎ,6300,99957400,,,,
北崎,きたざき,6300,99963700,,,,
安孫子,あびこ,6300,99970000,,,,
東原,ひがしはら,6300,99976300,,,,
岡井,おかい,6300,99982600,,,,
蛯名,えびな,6300,99988900,,,,
矢代,やしろ,6300,99995200,,,,
岩月,いわつき,6300,100001500,,,,
西塚,にしづか,6300,100007800,,,,
広島,ひろしま,6300,100014100,,,,
福西,ふくにし,6300,100020400,,,,
熊澤,くまさわ,6300,100026700,,,,
鴇田,ときた,6300,100033000,,,,
日浦,ひうら,6300,100039300,,,,
蓮沼,はすぬま,6300,100045600,,,,
伊澤,いさわ,6300,100051900,,,,
下里,しもさと,6300,100058200,,,,
大戸,おおど,6200,100064400,,,,
丹,に,6200,100070600,,,,
穴井,あない,6200,100076800,,,,
国枝,くにえだ,6200,100083000,,,,
岩松,いわまつ,6200,100089200,,,,
高澤,たかざわ,6200,100095400,,,,
市岡,いちおか,6200,100101600,,,,
原山,はらやま,6200,100107800,,,,
島貫,しまぬき,6200,100114000,,,,
占部,うらべ,6200,100120200,,,,
黒柳,くろやなぎ,6200,100126400,,,,
辻川,つじかわ,6200,100132600,,,,
斉木,さいき,6200,100138800,,,,
八尋,やひろ,6200,100145000,,,,
曽田,そた,6200,100151200,,,,
会沢,あいざわ,6200,100157400,,,,
藤堂,とうどう,6200,100163600,,,,
江沢,えざわ,6200,100169800,,,,
永沼,ながぬま,6200,100176000,,,,
関山,せきやま,6200,100182200,,,,
新島,にいじま,6200,100188400,,,,
十河,そごう,6200,100194600,,,,
杉沢,すぎさわ,6200,100200800,,,,
丸本,まるもと,6200,100207000,,,,
高岸,たかぎし,6200,100213200,,,,
淵上,ふちがみ,6200,100219400,,,,
森重,もりしげる,6200,100225600,,,,
伴野,ともの,6200,100231800,,,,
西畑,にしはた,6200,100238000,,,,
福森,ふくもり,6200,100244200,,,,
入沢,いりさわ,6200,100250400,,,,
寒川,さむかわ,6100,100256500,,,,
平瀬,ひらせ,6100,100262600,,,,
斎田,さいだ,6100,100268700,,,,
猪又,いのまた,6100,100274800,,,,
藤元,ふじもと,6100,100280900,,,,
繁田,しげた,6100,100287000,,,,
井筒,いづつ,6100,100293100,,,,
山北,やまきた,6100,100299200,,,,
矢澤,やざわ,6100,100305300,,,,
濱口,はまぐち,6100,100311400,,,,
喜納,きのう,6100,100317500,,,,
清藤,きよふじ,6100,100323600,,,,
名和,なわ,6100,100329700,,,,
奥川,おくがわ,6100,100335800,,,,
当山,とうざん,6100,100341900,,,,
野木,のぎ,6100,100348000,,,,
上本,かみほん,6100,100354100,,,,
西中,にしちゅう,6100,100360200,,,,
広木,ひろき,6100,100366300,,,,
中神,なかがみ,6100,100372400,,,,
倉内,くらうち,6100,100378500,,,,
水沼,みずぬま,6100,100384600,,,,
吉留,よしどめ,6100,100390700,,,,
木川,きがわ,6100,100396800,,,,
嶋津,しまづ,6100,100402900,,,,
宇賀神,うがじん,6100,100409000,,,,
豊福,とよふく,6100,100415100,,,,
井元,いもと,6100,100421200,,,,
渡会,わたらい,6000,100427200,,,,
南出,みなみで,6000,100433200,,,,
吉江,よしえ,6000,100439200,,,,
永見,ながみ,6000,100445200,,,,
渡,わたり,6000,100451200,,,,
笹島,ささじま,6000,100457200,,,,
薬師寺,やくしじ,6000,100463200,,,,
須川,すがわ,6000,100469200,,,,
薮田,やぶちよん,6000,100475200,,,,
伊奈,いな,6000,100481200,,,,
室,しつ,6000,100487200,,,,
池端,いけはた,6000,100493200,,,,
矢萩,やはぎ,6000,100499200,,,,
畠,はたけ,6000,100505200,,,,
陣内,じんない,6000,100511200,,,,
横地,よこち,6000,100517200,,,,
猪原,いのはら,6000,100523200,,,,
武居,たけい,6000,100529200,,,,
赤津,あかつ,6000,100535200,,,,
船戸,ふなと,6000,100541200,,,,
外崎,そとざき,6000,100547200,,,,
溝田,みぞた,6000,100553200,,,,
神村,かみむら,6000,100559200,,,,
赤崎,あかざき,6000,100565200,,,,
鷹野,たかの,6000,100571200,,,,
豊嶋,とよしま,6000,100577200,,,,
朝田,あさだ,6000,100583200,,,,
徳重,とくしげ,6000,100589200,,,,
鶴巻,つるまき,5900,100595100,,,,
川勝,かわかつ,5900,100601000,,,,
茶谷,ちゃたに,5900,100606900,,,,
深堀,ふかほり,5900,100612800,,,,
立松,たてまつ,5900,100618700,,,,
由井,ゆい,5900,100624600,,,,
当間,とうま,5900,100630500,,,,
鳥飼,とりかい,5900,100636400,,,,
若尾,わかお,5900,100642300,,,,
西坂,にしざか,5900,100648200,,,,
渋沢,しぶさわ,5900,100654100,,,,
一木,いちき,5900,100660000,,,,
籾山,もみやま,5900,100665900,,,,
長橋,ながはし,5900,100671800,,,,
柴野,しばの,5900,100677700,,,,
友野,ともの,5900,100683600,,,,
久富,ひさとみ,5900,100689500,,,,
花島,はなしま,5900,100695400,,,,
丸橋,まるはし,5900,100701300,,,,
茂呂,もろ,5900,100707200,,,,
神藤,しんどう,5900,100713100,,,,
押川,おしかわ,5900,100719000,,,,
米津,よねつ,5900,100724900,,,,
長峰,ながみね,5900,100730800,,,,
千賀,ちか,5900,100736700,,,,
仙田,せんた,5800,100742500,,,,
田尾,たお,5800,100748300,,,,
梶浦,かじうら,5800,100754100,,,,
岡﨑,おか﨑,5800,100759900,,,,
佐橋,さはし,5800,100765700,,,,
牧原,まきはら,5800,100771500,,,,
戸部,とべ,5800,100777300,,,,
生野,いくの,5800,100783100,,,,
不破,ふわ,5800,100788900,,,,
谷井,たにい,5800,100794700,,,,
本宮,もとみや,5800,100800500,,,,
古内,ふるうち,5800,100806300,,,,
古城,こじょう,5800,100812100,,,,
天田,あまだ,5800,100817900,,,,
八木橋,やぎはし,5800,100823700,,,,
与儀,よぎ,5800,100829500,,,,
山野井,やまのい,5800,100835300,,,,
金村,かなむら,5800,100841100,,,,
網野,あみの,5800,100846900,,,,
大塩,おおしお,5800,100852700,,,,
東出,ひがしで,5800,100858500,,,,
山梨,やまなし,5800,100864300,,,,
蒲生,がもう,5800,100870100,,,,
城野,しろの,5800,100875900,,,,
名越,なごし,5800,100881700,,,,
竹岡,たけおか,5800,100887500,,,,
俵,たわら,5800,100893300,,,,
管野,かんの,5800,100899100,,,,
尾﨑,お﨑,5800,100904900,,,,
前村,まえむら,5800,100910700,,,,
築地,つきじ,5800,100916500,,,,
増淵,ますぶち,5700,100922200,,,,
光永,みつなが,5700,100927900,,,,
滑川,なめかわ,5700,100933600,,,,
田浦,たうら,5700,100939300,,,,
田谷,たや,5700,100945000,,,,
黒坂,くろさか,5700,100950700,,,,
本吉,もとよし,5700,100956400,,,,
古藤,ことう,5700,100962100,,,,
鴫原,しぎはら,5700,100967800,,,,
植原,うえはら,5700,100973500,,,,
大神,おおがみ,5700,100979200,,,,
戸崎,とざき,5700,100984900,,,,
白神,しらかみ,5700,100990600,,,,
横谷,よこたに,5700,100996300,,,,
岩根,いわね,5700,101002000,,,,
舟木,ふなき,5700,101007700,,,,
近野,こんの,5700,101013400,,,,
百田,ひゃくだ,5700,101019100,,,,
瀬下,せしも,5700,101024800,,,,
濱崎,はまざき,5700,101030500,,,,
播磨,はりま,5700,101036200,,,,
若菜,わかな,5700,101041900,,,,
小峯,こみね,5700,101047600,,,,
興梠,よのき,5700,101053300,,,,
猿田,さるた,5700,101059000,,,,
松波,まつなみ,5700,101064700,,,,
郷,さと,5700,101070400,,,,
岩波,いわなみ,5700,101076100,,,,
谷脇,たにわき,5700,101081800,,,,
富井,とみい,5700,101087500,,,,
植草,うえくさ,5700,101093200,,,,
永嶋,ながしま,5700,101098900,,,,
弘中,ひろなか,5700,101104600,,,,
桃井,ももい,5700,101110300,,,,
鏑木,かぶらぎ,5600,101115900,,,,
大中,おおなか,5600,101121500,,,,
山科,やましな,5600,101127100,,,,
川戸,かわど,5600,101132700,,,,
尾方,おがた,5600,101138300,,,,
築山,つきやま,5600,101143900,,,,
西部,せいぶ,5600,101149500,,,,
庄野,しょうの,5600,101155100,,,,
宝田,たからだ,5600,101160700,,,,
伊井,いい,5600,101166300,,,,
城山,しろやま,5600,101171900,,,,
新見,にいみ,5600,101177500,,,,
野辺,のべ,5600,101183100,,,,
今福,いまふく,5600,101188700,,,,
南波,なんば,5600,101194300,,,,
吉谷,よしたに,5600,101199900,,,,
沼沢,ぬまさわ,5600,101205500,,,,
笹森,ささもり,5600,101211100,,,,
雑賀,さいか,5600,101216700,,,,
城所,きどころ,5600,101222300,,,,
春日井,かすがい,5600,101227900,,,,
松森,まつもり,5600,101233500,,,,
高根,たかね,5600,101239100,,,,
大隈,おおくま,5600,101244700,,,,
脇山,わきやま,5600,101250300,,,,
田子,たつこ,5600,101255900,,,,
粟田,あわた,5600,101261500,,,,
谷島,やじま,5600,101267100,,,,
田邊,たなべ,5600,101272700,,,,
長原,ながはら,5600,101278300,,,,
徳本,とくもと,5600,101283900,,,,
秋谷,あきや,5600,101289500,,,,
蟹江,かにえ,5600,101295100,,,,
橋村,はしむら,5600,101300700,,,,
沼尻,ぬまじり,5600,101306300,,,,
座間,ざま,5500,101311800,,,,
光岡,みつおか,5500,101317300,,,,
嘉数,かかず,5500,101322800,,,,
花城,はなしろ,5500,101328300,,,,
富塚,とみつか,5500,101333800,,,,
池尻,いけじり,5500,101339300,,,,
森藤,もりとう,5500,101344800,,,,
元田,もとだ,5500,101350300,,,,
柳橋,やなぎばし,5500,101355800,,,,
竹崎,たけざき,5500,101361300,,,,
高江洲,たかえす,5500,101366800,,,,
成松,なりまつ,5500,101372300,,,,
倉地,くらち,5500,101377800,,,,
田平,たひら,5500,101383300,,,,
氏原,うじはら,5500,101388800,,,,
逢坂,おうさか,5500,101394300,,,,
生田目,なまため,5500,101399800,,,,
瀬古,せこ,5500,101405300,,,,
館,たて,5500,101410800,,,,
中鉢,ちゅうばち,5500,101416300,,,,
奧平,おくひら,5500,101421800,,,,
若生,わこう,5500,101427300,,,,
立木,たちき,5500,101432800,,,,
伊吹,いぶき,5500,101438300,,,,
新沼,にいぬま,5500,101443800,,,,
儀間,ぎま,5500,101449300,,,,
野末,のずえ,5500,101454800,,,,
高藤,たかとう,5500,101460300,,,,
笹倉,ささくら,5500,101465800,,,,
寒河江,さがえ,5500,101471300,,,,
知花,ちばな,5500,101476800,,,,
西方,せいほう,5500,101482300,,,,
笹谷,ささや,5400,101487700,,,,
稲生,いのう,5400,101493100,,,,
中武,なかたけ,5400,101498500,,,,
猪口,ちょこ,5400,101503900,,,,
月岡,つきおか,5400,101509300,,,,
青沼,あおぬま,5400,101514700,,,,
世古,せこ,5400,101520100,,,,
打越,うちこし,5400,101525500,,,,
海老名,えびな,5400,101530900,,,,
中矢,なかや,5400,101536300,,,,
梅谷,うめたに,5400,101541700,,,,
春原,すのはら,5400,101547100,,,,
舘野,たての,5400,101552500,,,,
小板橋,こいたばし,5400,101557900,,,,
萩尾,はぎお,5400,101563300,,,,
榎田,えのきだ,5400,101568700,,,,
